2006-01-01,44,6.1,9.0,150.0
2006-01-02,44,5.924,9.0,1300.85333333
2006-01-03,44,5.75693333333,9.0,1948.40622222
2006-01-04,44,5.55934222222,9.13333333333,2640.19205926
2006-01-05,44,5.42488447138,9.24888888889,3415.40645136
2006-01-06,44,5.24156654186,9.34903703704,3212.69892451
2006-01-07,44,5.05935766961,9.34903703704,2887.33906791
2006-01-08,44,4.85144331367,9.34903703704,2545.94719219
2006-01-09,44,4.79125087184,9.43583209877,3051.24756656
2006-01-10,44,5.00130631115,9.5110544856,3095.61455769
2006-01-11,44,4.84446546967,9.5110544856,2703.90595
2006-01-12,44,4.66187007371,9.57624722085,2620.26515666
2006-01-13,44,4.78028739722,9.6327475914,2402.61646911
2006-01-14,44,4.72424907759,9.6327475914,2160.92093989
2006-01-15,44,4.57768253391,9.6327475914,1906.97148124
2006-01-16,44,4.44599152939,9.68171457922,2201.18861708
2006-01-17,44,4.42552599214,9.72415263532,2305.44346813
2006-01-18,44,4.42212252652,9.76093228394,2157.93100571
2006-01-19,44,4.35043211557,9.79280797942,2314.98020495
2006-01-20,44,4.39537450016,9.82043358216,2140.06284429
2006-01-21,44,4.39027694776,9.82043358216,2011.05446505
2006-01-22,44,4.25824002139,9.82043358216,1825.95386971
2006-01-23,44,4.24047468521,9.84437577121,1713.17335375
2006-01-24,44,4.21007806051,9.73179233505,1634.64357325
2006-01-25,44,4.07706765244,9.63422002371,1901.49109682
2006-01-26,44,4.00679196545,9.63422002371,1703.97228391
2006-01-27,44,3.90121970339,9.54965735388,1788.38931272
2006-01-28,44,3.86994596516,9.54965735388,1799.56407102
2006-01-29,44,3.78728650314,9.54965735388,1639.35552822
2006-01-30,44,3.76264830272,9.4763697067,1955.54812446
2006-01-31,44,3.73242852903,9.4128537458,1919.94170786
2006-02-01,44,3.66777139182,9.3578065797,1900.24281348
2006-02-02,44,3.63851298402,9.31009903574,1757.43710502
2006-02-03,44,3.62337791949,9.26875249764,1673.05882435
2006-02-04,44,3.70559419689,9.26875249764,1565.27764777
2006-02-05,44,3.57373719286,9.26875249764,1408.8139614
2006-02-06,44,3.54723890048,9.09958549795,1365.19876655
2006-02-07,44,3.50338482486,8.95297409823,1531.26559767
2006-02-08,44,3.50071129266,8.55924421846,1541.56351798
2006-02-09,44,3.43394978697,8.55924421846,1341.71504892
2006-02-10,44,3.34942314871,8.218011656,1162.81970906
2006-02-11,44,3.34283339554,8.218011656,1182.17708119
2006-02-12,44,3.34823338725,8.218011656,1081.3268037
2006-02-13,44,3.40180226895,7.92227676853,1163.94989654
2006-02-14,44,3.37989529976,7.6659731994,1377.94324367
2006-02-15,44,3.33813148201,7.44384343948,1459.08414451
2006-02-16,44,3.42638061774,7.25133098088,1379.76625858
2006-02-17,44,3.42730764649,7.0844868501,1344.90409077
2006-02-18,44,3.41699996029,7.0844868501,1394.47687866
2006-02-19,44,3.43917774336,7.0844868501,1219.01329484
2006-02-20,44,3.53395404425,6.93988860342,1235.50485553
2006-02-21,44,3.53476017168,6.81457012296,1386.18420813
2006-02-22,44,3.47568103768,6.70596077323,1823.34631371
2006-02-23,44,3.44225689932,6.61183267014,1727.88680521
2006-02-24,44,3.40745597941,6.53025498078,1727.76856452
2006-02-25,44,3.49090629327,6.53025498078,1708.58608925
2006-02-26,44,3.35445212083,6.53025498078,1589.22794402
2006-02-27,44,3.33608072694,6.45955431668,1522.50421815
2006-02-28,44,3.34015885224,6.39828040779,1409.57032239
2006-03-01,44,3.33013767194,6.34517635342,1746.50761274
2006-03-02,44,3.33469074425,6.43248617296,1681.13326438
2006-03-03,44,3.34006531169,6.3748213499,1681.12882913
2006-03-04,44,3.32627882568,6.3748213499,1912.83165191
2006-03-05,44,3.23177498226,6.3748213499,1665.80076499
2006-03-06,44,3.30087165129,6.32484516991,1668.52066299
2006-03-07,44,3.25675543112,6.28153248059,1571.99790792
2006-03-08,44,3.2851880403,6.24399481651,1530.5315202
2006-03-09,44,3.2924963016,6.07812884098,1512.36731751
2006-03-10,44,3.28016346138,5.93437832885,1446.34500851
2006-03-11,44,3.21614166653,5.93437832885,1400.08567404
2006-03-12,44,3.21265611099,5.93437832885,1228.79425083
2006-03-13,44,3.17096862953,5.80979455167,1203.92835072
2006-03-14,44,3.18150614559,5.70182194478,1161.28457063
2006-03-15,44,3.05730532618,5.70182194478,1006.49996121
2006-03-16,44,2.94966461602,5.60824568547,872.833299715
2006-03-17,44,2.87637600055,5.52714626074,756.93552642
2006-03-18,44,2.84285920048,5.52714626074,689.55745623
2006-03-19,44,3.02381130708,5.52714626074,603.083128733
2006-03-20,44,3.0873031328,5.45686009265,809.178711569
2006-03-21,44,3.04899604843,5.39594541363,889.954883359
2006-03-22,44,3.00579657531,5.34315269181,994.040898911
2006-03-23,44,2.93835703193,5.29739899957,866.195445723
2006-03-24,44,2.97324276101,5.25774579963,947.369386294
2006-03-25,44,2.95681039287,5.25774579963,960.613468121
2006-03-26,44,3.02923567382,5.25774579963,845.051672372
2006-03-27,44,3.17167091731,5.22337969301,979.311449389
2006-03-28,44,3.10878146167,5.19359573394,984.829922804
2006-03-29,44,3.11427726678,5.16778296942,1004.85259976
2006-03-30,44,3.05904029788,5.14541190683,871.058919795
2006-03-31,44,3.02227936927,5.12602365258,1147.61106382
2006-04-01,44,3.0593087867,5.12602365258,1192.34292198
2006-04-02,44,3.11140094848,5.12602365258,1037.72386572
2006-04-03,44,3.14534748868,5.24255383224,1355.41401695
2006-04-04,44,3.10596782352,5.34354665461,1584.49214803
