timestamp,count
01-01-2006 00:00:01,9
02-01-2006 00:00:01,9
03-01-2006 00:00:01,9
04-01-2006 00:00:01,9.133333333
05-01-2006 00:00:01,9.248888889
06-01-2006 00:00:01,9.349037037
07-01-2006 00:00:01,9.349037037
08-01-2006 00:00:01,9.349037037
09-01-2006 00:00:01,9.435832099
10-01-2006 00:00:01,9.511054486
11-01-2006 00:00:01,9.511054486
12-01-2006 00:00:01,9.576247221
13-01-2006 00:00:01,9.632747591
14-01-2006 00:00:01,9.632747591
15-01-2006 00:00:01,9.632747591
16-01-2006 00:00:01,9.681714579
17-01-2006 00:00:01,9.724152635
18-01-2006 00:00:01,9.760932284
19-01-2006 00:00:01,9.792807979
20-01-2006 00:00:01,9.820433582
21-01-2006 00:00:01,9.820433582
22-01-2006 00:00:01,9.820433582
23-01-2006 00:00:01,9.844375771
24-01-2006 00:00:01,9.731792335
25-01-2006 00:00:01,9.634220024
26-01-2006 00:00:01,9.634220024
27-01-2006 00:00:01,9.549657354
28-01-2006 00:00:01,9.549657354
29-01-2006 00:00:01,9.549657354
30-01-2006 00:00:01,9.476369707
31-01-2006 00:00:01,9.412853746
01-02-2006 00:00:01,9.35780658
02-02-2006 00:00:01,9.310099036
03-02-2006 00:00:01,9.268752498
04-02-2006 00:00:01,9.268752498
05-02-2006 00:00:01,9.268752498
06-02-2006 00:00:01,9.099585498
07-02-2006 00:00:01,8.952974098
08-02-2006 00:00:01,8.559244218
09-02-2006 00:00:01,8.559244218
10-02-2006 00:00:01,8.218011656
11-02-2006 00:00:01,8.218011656
12-02-2006 00:00:01,8.218011656
13-02-2006 00:00:01,7.922276769
14-02-2006 00:00:01,7.665973199
15-02-2006 00:00:01,7.443843439
16-02-2006 00:00:01,7.251330981
17-02-2006 00:00:01,7.08448685
18-02-2006 00:00:01,7.08448685
19-02-2006 00:00:01,7.08448685
20-02-2006 00:00:01,6.939888603
21-02-2006 00:00:01,6.814570123
22-02-2006 00:00:01,6.705960773
23-02-2006 00:00:01,6.61183267
24-02-2006 00:00:01,6.530254981
25-02-2006 00:00:01,6.530254981
26-02-2006 00:00:01,6.530254981
27-02-2006 00:00:01,6.459554317
28-02-2006 00:00:01,6.398280408
01-03-2006 00:00:01,6.345176353
02-03-2006 00:00:01,6.432486173
03-03-2006 00:00:01,6.37482135
04-03-2006 00:00:01,6.37482135
05-03-2006 00:00:01,6.37482135
06-03-2006 00:00:01,6.32484517
07-03-2006 00:00:01,6.281532481
08-03-2006 00:00:01,6.243994817
09-03-2006 00:00:01,6.078128841
10-03-2006 00:00:01,5.934378329
11-03-2006 00:00:01,5.934378329
12-03-2006 00:00:01,5.934378329
13-03-2006 00:00:01,5.809794552
14-03-2006 00:00:01,5.701821945
15-03-2006 00:00:01,5.701821945
16-03-2006 00:00:01,5.608245685
17-03-2006 00:00:01,5.527146261
18-03-2006 00:00:01,5.527146261
19-03-2006 00:00:01,5.527146261
20-03-2006 00:00:01,5.456860093
21-03-2006 00:00:01,5.395945414
22-03-2006 00:00:01,5.343152692
23-03-2006 00:00:01,5.297399
24-03-2006 00:00:01,5.2577458
25-03-2006 00:00:01,5.2577458
26-03-2006 00:00:01,5.2577458
27-03-2006 00:00:01,5.223379693
28-03-2006 00:00:01,5.193595734
29-03-2006 00:00:01,5.167782969
30-03-2006 00:00:01,5.145411907
31-03-2006 00:00:01,5.126023653
01-04-2006 00:00:01,5.126023653
02-04-2006 00:00:01,5.126023653
03-04-2006 00:00:01,5.242553832
04-04-2006 00:00:01,5.343546655
05-04-2006 00:00:01,5.297740434
06-04-2006 00:00:01,5.297740434
07-04-2006 00:00:01,5.391375043
08-04-2006 00:00:01,5.391375043
09-04-2006 00:00:01,5.391375043
10-04-2006 00:00:01,5.472525037
11-04-2006 00:00:01,5.472525037
12-04-2006 00:00:01,5.542855032
13-04-2006 00:00:01,5.470474361
14-04-2006 00:00:01,5.470474361
15-04-2006 00:00:01,5.470474361
16-04-2006 00:00:01,5.470474361
17-04-2006 00:00:01,5.407744446
