index,sourceid,pagenumber,pos_on_page,exact_url,hash_url,opinion_section
1,16,1,1,http://zeenews.india.com/business/news/economy/onion-prices-to-touch-rs-100-per-kg-soon_134415.html,c1deb58b74f7571dc86b956032a2e32b,No
2,16,1,2,http://zeenews.india.com/business/news/economy/onion-price-touches-rs100/kg-to-remain-high-for-2-3-weeks_87391.html,0b4a1de0fd317d34abae811904dcef4a,No
3,16,1,3,http://zeenews.india.com/business/news/economy/price-crash-govt-scraps-minimum-export-price-on-onions-to-boost-exports_1838109.html,3f46c89e7e3c272643d792c681426086,No
4,16,1,4,http://zeenews.india.com/business/news/economy/middle-class-woes-are-onion-prices-going-to-hit-your-household-budget_132005.html,e5c417087a1a8a38008d5178cb016e79,No
5,16,1,5,http://zeenews.india.com/news/delhi/nafed-should-not-allow-misleading-statements-on-onion-prices-kejriwal-govt_1642331.html,8d2ed7652d8d698bd7a0cea831488340,No
6,16,1,6,http://zeenews.india.com/business/news/economy/after-onions-and-pulses-tomato-prices-hit-roof-govt-banking-on-new-crops_1823038.html,fe2153e256e314e76722fb26d71a3420,No
7,16,1,7,http://zeenews.india.com/business/news/economy/govt-to-import-additional-1000-tonnes-of-onion-to-check-prices_135578.html,9a3e40a841c1d7e045c8f5f8e569a847,No
8,16,1,8,http://zeenews.india.com/news/nation/onion-prices-continue-to-rule-upto-rs-90/kg_886469.html,4fd68fdc997154830d472d4eb240683d,No
9,16,1,9,http://zeenews.india.com/business/news/finance/onion-prices-fall-to-2-year-low-of-rs-7/kg-at-wholesale-market_1854752.html,958d1e29d51730770a51f19928814efc,No
10,16,1,10,http://zeenews.india.com/business/news/economy/middle-class-woes-to-continue-as-wholesale-onion-prices-touch-22-month-high_133791.html,17ab63fb864119c71cb9d2b14aa27e40,No
11,16,2,1,http://zeenews.india.com/business/news/economy/wholesale-onion-prices-hit-lowest-level-of-fy16-at-rs-9-50_1851603.html,7d421bb8fb33910c1fb41f2831b9167e,No
12,16,2,2,http://zeenews.india.com/business/news/economy/wholesale-onion-prices-fall-below-rs-30/kg-at-lasalgaon_1809656.html,b051bd4d0bcf9de261dcbf713deb521b,No
13,16,2,3,http://zeenews.india.com/business/news/economy/punjab-gets-onions-from-afghan-to-check-prices_134035.html,9681915d086a7de177927a7f30dab002,No
14,16,2,4,http://zeenews.india.com/business/news/economy/after-prices-of-onion-pulses-shoot-up-on-deficient-rains_134105.html,bc8e6b290211df443c0fe00600545e31,No
15,16,2,5,http://zeenews.india.com/news/delhi/aap-government-under-scanner-over-alleged-onionscam_1799809.html,f2273f175cea02a185be56eb2f7cf96c,No
16,16,2,6,http://zeenews.india.com/business/news/economy/this-online-service-provides-onions-at-flat-50-discount-read-inside_134783.html,a690d363b9e50fb02bdac0f724c2bd33,No
17,16,2,7,http://zeenews.india.com/business/news/economy/vegetable-prices-again-spike-in-delhi-retailers-blame-bad-weather_115654.html,680bb1c6c87c232c4ebf060b72afe1a3,No
18,16,2,8,http://zeenews.india.com/business/news/economy/onion-exports-fall-10-to-6-95-lakh-tonnes-in-apr-dec_1869551.html,60bdcb29c4bdd41f5ea384be256e8f69,No
19,16,2,9,http://zeenews.india.com/business/news/economy/after-onion-now-tomato-prices-skyrocket-to-rs-50-per-kg_103810.html,60a9e97a0a550f2b36579f7355dd720e,No
20,16,2,10,http://zeenews.india.com/business/news/economy/onion-crisis-india-imports-18000-tonnes-from-egypt_1805521.html,6a75a2797e1e19ad6bf75a98d41fed48,No
21,16,3,2,http://zeenews.india.com/business/news/economy/centre-asks-delhi-govt-to-open-stores-to-sell-cheaper-onions_132793.html,46df560ea4ff5dd7bd81ab17fd0e473c,No
22,16,3,3,http://zeenews.india.com/news/india/pm-modi-kejriwal-two-sides-of-same-coin-congress-on-onion-price-hike_1652250.html,e417e64ec7ec89598f65f03821387d53,No
23,16,3,4,http://zeenews.india.com/news/nation/will-give-onions-as-rakhi-gift-to-my-sisters-yashwant-sinha_869682.html,522907f666ce74dacc7fa2b7a88eba0b,No
24,16,3,5,http://zeenews.india.com/news/delhi/acb-to-probe-onion-sale-delhi-government-cries-foul_1801288.html,aa65bdbb7e439738f61c03d7c1fe9591,No
25,16,3,6,http://zeenews.india.com/news/india/bjp-credits-modi-govt-for-reduction-in-petrol-diesel-prices_1492295.html,fc716abc83082e9f1f5ecafbf43cbbd2,No
26,16,3,7,http://zeenews.india.com/business/news/economy/maharashtra-govt-wants-onion-mep-to-go-as-price-falls-to-rs-10/kg_1832007.html,33a363af44421a4c25bc2c8d2a13a1e8,No
27,16,3,8,http://zeenews.india.com/business/news/economy/vegetable-prices-rise-by-up-to-67-over-the-last-5-days_120307.html,12f57ce22075354e880554ed61ad3cd0,No
28,16,3,9,http://zeenews.india.com/news/india/shatrughan-sinha-takes-dig-at-centre-for-spiralling-pulses-price_1810947.html,9a0f4d54c1d65de20d0c2c6342aa5858,No
29,16,3,10,http://zeenews.india.com/news/punjab/punjab-takes-measures-to-check-prices-of-essential-commodities_945329.html,9b52d679558c9feee8e470e604d2a818,No
