index,sourceid,pagenumber,pos_on_page,exact_url,hash_url,opinion_section
1,12,2,1,http://www.assamtribune.com/scripts/detailsnew.asp?id=feb0613/city06,6dac1053cb6a97f13178410ee4bc3bdd,No
2,12,2,2,http://www.tribuneindia.com/news/uttarakhand/mandi-samiti-sells-onions-at-rs-40-per-kg/125680.html,94e599233e74942654ff176f126d4f01,No
3,12,2,3,http://www.tribuneindia.com/news/cities/jalandhar/onion-tears-price-control-committee-formed/124086.html,2776f5fea4f0e27ddd6e5e4971e69acf,No
4,12,2,4,http://www.tribuneindia.com/news/delhi/aap-blames-nafed-for-onion-crisis-in-delhi/123206.html,844ef9ca673701cdb531cda4a696a06c,No
5,12,2,5,http://www.tribuneindia.com/2013/20130812/main5.htm,71337f35567fa4049433698fe13b4085,No
6,12,2,6,http://www.tribuneindia.com/news/nation/robbers-eye-pricey-onion-700-kg-stolen-in-mumbai/123362.html,ff7fda0011b5781815b00bc2e0ecaa07,No
7,12,2,7,http://www.tribuneindia.com/news/nation/now-tomato-prices-hit-roof-govt-banking-on-new-crops/159384.html,a6fe886f2c814f085c38e713413179cb,No
8,12,2,8,http://www.tribuneindia.com/news/uttarakhand/state-people-to-get-onions-at-reduced-price-cm/123918.html,57b910c39c5042d1efa5ca6fac74ea43,No
9,12,2,9,http://www.tribuneindia.com/2011/20110218/biz.htm,7922b6ecce4a7d1f5164f4389cf242d4,No
10,12,2,10,http://www.tribuneindia.com/news/jalandhar/raids-on-onion-whole-sellers-to-check-hoarding/124985.html,b01eb145a606e73fcf54dd137d1403f1,No
