5,2007-08-27,433.76675,138.83902,406.38333,76.135,1296.0416,542.64233
5,2007-09-03,859.0515,119.31386,277.46,28.930666,1332.6428,607.64185
5,2007-09-10,227.12537,131.81291,129.98,39.734,1384.9166,597.4286
5,2007-09-17,286.84076,143.57518,120.88,31.248,1364.369,560.1429
5,2007-09-24,423.40213,176.97186,383.16,73.205666,1440.5834,520.119
5,2007-10-01,196.07219,187.22679,134.55,45.445,1436.1339,500
5,2007-10-08,1906.9688,266.46982,57.6,2.87,1662.2024,453.57144
5,2007-10-15,2266.1655,202.84634,262.25,11.083333,1665.6548,550
5,2007-10-22,142.57687,186.89467,68.625,28.29,1572.7976,548.2143
5,2007-11-12,19.784864,98.35015,73.2185,61.125,1141.3988,575.4464
5,2007-11-19,175.4328,72.44354,130.142,47.25,1022.8571,593.1548
5,2007-11-26,121.5909,44.10586,52,23.466667,907.5238,629.7619
5,2007-12-10,45.319744,24.679525,66.508,45.766666,788.5238,632.4405
5,2008-11-24,410.09766,15.729083,376.044,73.72,1095.6238,946.7143
5,2008-12-01,823.0879,29.25424,391.5,42.412,1057.0381,817.7976
5,2008-12-08,573.10657,29.366142,423.2225,62.876,1011.48926,781.881
5,2008-12-15,471.97076,43.23377,526.7565,92.095,1026.1761,716.4345
5,2008-12-22,1073.3073,87.54936,1354.192,115.416664,1168.425,622.99603
5,2008-12-29,1752.5276,106.917534,1992.625,107.5625,1276.9108,617.11096
5,2009-01-05,16.077631,116.54452,1987.025,1711.807,1263.0029,583.25323
5,2009-01-19,19.512783,121.58515,5047.082,4223.048,1419.2496,640.49854
5,2009-01-26,3.0448508,142.77917,4458.38,4326.64,1397.881,575.7829
5,2009-03-09,247.80934,233.45917,1877.0557,539.6795,1289.9553,386.84058
5,2009-03-16,875.7709,189.88293,3913.739,401.092,1158.7755,399.73914
5,2009-03-23,681.4687,138.14343,4288.012,548.712,997.7894,418.98676
5,2009-03-30,423.87155,96.9841,3630.828,693.076,896.9632,455.34802
5,2009-04-06,165.66293,85.986725,2766.9326,1041.52,892.34955,479.79205
5,2009-04-13,2.8834028,66.481285,3396.5916,3301.399,836.2188,502.28998
5,2009-07-13,45.562428,47.332516,630.492,433.142,742.5043,503.96497
5,2009-07-20,115.91354,28.042707,654.76,303.251,747.77637,584.00543
