index,sourceid,pagenumber,pos_on_page,exact_url,hash_url,opinion_section
1,1,1,1,http://www.hindustantimes.com/business/why-skyrocketing-onion-prices-pack-a-pungent-punch/story-WyPKraeRlDDMRehYiuc8mJ.html,88aea909a182f26a9b66c911eace55f4,No
2,1,1,2,http://www.hindustantimes.com/india/rs-100-and-rising-onion-prices-surge-uncontrollably/story-sFzxWMO87KI5KnQ2FXdLFL.html,af9b8ef047bef90c2f27ebad5e1da7df,No
3,1,1,3,http://www.hindustantimes.com/business/inflation-continues-to-drop-but-onions-pulses-still-bite/story-WAY1mLBZOUKUd7gUk6Nx5L.html,821f89a50fc333834597dbf523e544e4,No
4,1,1,4,http://www.hindustantimes.com/mumbai/onions-from-egypt-and-bangalore-bring-down-wholesale-rates/story-WocLF9ibaktIDqiVRfOBhJ.html,294dd4a64af55a51acd4a303b15dfbc7,No
5,1,1,5,http://www.hindustantimes.com/india/show-voter-id-get-inked-to-avail-onions-at-20-per-kg-in-hyderabad/story-qMfiH9fXIL4d65qioY2zyJ.html,a0393c86e3b191a8f6ebb0cb1141c4be,No
6,1,1,6,http://www.hindustantimes.com/business/wpi-inflation-at-4-54-but-pulses-onion-continue-to-sting/story-1YqroZopDpPveCu13VRj1I.html,ac4afd31f2c75fd9a0da14d0e05c36f9,No
7,1,1,7,http://www.hindustantimes.com/punjab/prices-of-onions-make-them-disappear-from-people-s-platter/story-AJscDxQriyUDnn4CJoDHsI.html,edf5f5454ffc9d2e2f165d4f49578326,No
8,1,1,8,http://www.hindustantimes.com/business/govt-hikes-onion-mep-to-improve-domestic-supply/story-6W4HdCpuxsduNPY2YwgWQN.html,5859b9a284988c67278638b4ce6907d3,No
9,1,1,9,http://www.hindustantimes.com/business/onion-prices-may-rise-in-sept-govt-hired-firm/story-UpXPmmEPC8dF8Lgm8LqPKM.html,54e4a51793f0a760a1a70c9971f953a2,No
10,1,1,10,http://www.hindustantimes.com/business/wholesale-inflation-at-5-year-low-food-prices-dip/story-0hNUoeiYZZFAscQfIIidtO.html,99022cd92af2e5c5aad71c6444807040,No
11,1,2,1,http://www.hindustantimes.com/punjab/onion-tears-into-home-budgets-in-punjab-sparks-protests/story-wXZTE6QgqQkkIAi0GgtqyK.html,c4562e55f43298fc055429f4b1c9a7f1,No
12,1,2,2,http://www.hindustantimes.com/mumbai/prized-catch-700-kg-onions-worth-rs-56-000-stolen-in-mumbai/story-eaJufadljM0UrX18UWCSPK.html,6dcddf902152778e9d6f790b1cdc5b07,No
13,1,2,3,http://www.hindustantimes.com/business/wpi-inflation-rises-to-3-81-in-october-pulses-onions-costlier/story-B0s9NPXSbElHZ7gcivoyQP.html,50cb12dba2eca9e8f44fb15c55784429,No
14,1,2,4,http://www.hindustantimes.com/india/modi-has-become-unlucky-for-economy-congress-on-sensex-crash/story-MzcbT5QdChkr94mEBsZuCO.html,1ef7405d54a9af566f1f2610faf50e29,No
15,1,2,5,http://www.hindustantimes.com/chandigarh/return-of-the-tearjerker-onion-humour-spices-up-virtual-world/story-WenHr1zI8bGivvExuWBswO.html,d5de2e2e65e0573b29b665f519a4e2cb,No
16,1,2,6,http://www.hindustantimes.com/gurgaon/discounts-lure-onion-consumers-to-online-portals-and-mobile-apps/story-yy44OGSdzgeyeNqRJrR7UK.html,52adfdf9dc3a94074edd9a3b4533e2a7,No
17,1,2,7,http://www.hindustantimes.com/bhopal/bhopal-vendors-keep-onions-under-lock-and-key/story-UzY6poa9eifEsga2VCXxPI.html,8bf54429c61c65782ffc9d9855f191da,No
18,1,2,8,http://www.hindustantimes.com/india/afghan-onions-wipe-the-tears-of-consumers-in-jammu/story-CK6rdY1JObDV6WD7rQonPI.html,4c30386514d9d8b3fc5737d4e7692cc8,No
19,1,2,9,http://www.hindustantimes.com/mumbai/prices-of-pulses-rise-did-state-govt-ignore-centre-s-warnings/story-2hAbm2CY7ORWo8DXGWim1K.html,90aec66d906ee8b265eac8bcfd4186f9,No
20,1,2,10,http://www.hindustantimes.com/indore/9-000-sacks-of-onions-found-in-godown-raids-in-indore/story-WQ2Au1sV3NOQGTElVJ9iKP.html,423797036e2eee3772409b4f26b38f41,No
21,1,3,1,http://www.hindustantimes.com/business/10-reasons-to-know-why-rbi-guv-is-worried-over-rising-inflation/story-aGm8oO2pVKXtRR5MVBWw0O.html,b59bbb9920fa0273d16eb6b8e433e723,No
22,1,3,2,http://www.hindustantimes.com/india/mp-youth-congress-leaders-give-dal-onions-as-rakhi-gifts/story-CWyK84UqA7h9SEoRbOxGEM.html,d0f70f644eeb1a65154ce131c3df987f,No
23,1,3,3,http://www.hindustantimes.com/punjab/prices-of-vegetables-fall-as-supply-improves/story-kC29J5UZ3lTX96W0sVus5J.html,5aefb130a96e849394bd87a0fa776bf7,No
24,1,3,4,http://www.hindustantimes.com/chandigarh/vegetable-prices-soar-in-punjab-haryana/story-qisSazDLg0En34pQxf3K4L.html,2731fc1bf91998fefc3f5311566c2014,No
25,1,3,5,http://www.hindustantimes.com/business/arun-jaitley-to-kick-off-budget-talks-at-niti-aayog-meet-today/story-bH0j5VzmpSw7SOh3y61bbL.html,89362522e02e351903fd41988a117200,No
26,1,3,6,http://www.hindustantimes.com/editorials/price-stabilisation-fund-for-pulses-can-keep-consumer-budget-in-check/story-FfQu4pJhFDqO1wMyWlZ71M.html,4d5d26629121e45b30e7c5707309fcc2,Yes
27,1,3,7,http://www.hindustantimes.com/noida/rising-food-prices-worry-residents-as-festivals-approach/story-RxWv4oUXPBo45cPEW3uBRO.html,13125d37b454e901c7a1d17b040852d3,No
28,1,3,8,http://www.hindustantimes.com/mumbai/mumbai-retail-prices-of-veggies-fruits-skyrocket-this-festive-season/story-WEAO36j87Eg42IhU6hYDqO.html,82172cff1be6aa69c4fa6f590dc19af9,No
29,1,3,9,http://www.hindustantimes.com/punjab/himachal-vegetable-prices-drop-with-increased-winter-supply/story-OfFSmhDEHPOXGv71aF8RmJ.html,51ef82368223606d53dde3a04bc3b299,No
30,1,3,10,http://www.hindustantimes.com/punjab/ht-special-farmer-who-knows-his-onions-gave-peas-a-chance/story-t7pgcN4a6ikOQGEWPEzW4J.html,24e1b96b9840782b560afcbe08420afe,No
31,1,4,1,http://www.hindustantimes.com/india/government-plans-tough-measures-against-hoarders/story-oT73b7xRBc76tKfN0DBhlN.html,0e5ba97289be1dfd72ea61c62be3e47e,No
32,1,4,2,http://www.hindustantimes.com/health-and-fitness/for-diabetics-onion-extracts-can-keep-you-stay-fit/story-m2Doe7iotQxzTXpbJNOn9J.html,1cf17a72e80c672eaea5a8cbf6aa6d0c,No
33,1,4,3,http://www.hindustantimes.com/mumbai/tomato-prices-double-in-two-weeks-could-rise-even-further/story-Dy68kBeog5PdJN9G3UxVXL.html,2c7c6a5e81407c4d278d947a8420710a,No
34,1,4,4,http://www.hindustantimes.com/business/inflation-slips-to-0-9-in-jan-stays-negative-for-15-mths/story-jrM8SbydRuxnaDMGNebnaK.html,dbee6c75d476cc089cfecbaa3b0ecbf3,No
35,1,4,5,http://www.hindustantimes.com/india/going-gets-tougher-what-do-the-iraq-crisis-poor-monsoon-mean-for-you/story-EroXJLqMq8HVflRfMXAKnK.html,9f2705623045f33533e9383c00b55cde,No
36,1,4,6,http://www.hindustantimes.com/delhi/analysis-rise-and-fall-of-the-delhi-cm-s-powers-in-capital-s-turf-war/story-gvDZCt7cPy6qR9lFLhPBUP.html,c7af1a625909b5f68b5f06d92b7f0fa1,No
37,1,4,7,http://www.hindustantimes.com/brunch/the-new-vegetarianism/story-wJiE0CXjtYh5VniqauLreP.html,23b88732445ed136dc3052d8a1e88f11,No
38,1,4,8,http://www.hindustantimes.com/business/price-stabilisation-fund-to-be-shifted-to-consumer-affairs-ministry/story-523symHFcfn9zsmApVFr1H.html,8b1f952d9821cb5ffd39c3e175f4fe04,No
39,1,4,9,http://www.hindustantimes.com/mumbai/veteran-farmers-leader-sharad-joshi-passes-away-at-81/story-t9OxTnKjpqUG9pPPE3y36J.html,969f6ded5b52026753bbcfdd6ab202a3,No
40,1,4,10,http://www.hindustantimes.com/india/trail-of-destruction-suicides-and-distress-sales-follow-freak-rain/story-KcF06f2j5CddS3WnUa8P1K.html,a0cc7033aa3488bd7c568277710e3504,No
