Positive Threshold Value:1.75439335181
Negative Threshold Value:-1.6636945577
2006-01-07,2006-01-13,-1.8176471566
2006-01-13,2006-01-19,-5.41171073406
2006-04-25,2006-05-01,-1.81828834978
2006-05-07,2006-05-13,-3.43938564685
2006-07-18,2006-07-24,-2.06740124497
2006-07-30,2006-08-05,-5.0429581464
2006-08-05,2006-08-11,-12.2223149723
2006-11-27,2006-12-03,-3.23770275872
2006-12-03,2006-12-09,-3.34674607226
2006-12-21,2006-12-27,-2.00957222124
2006-12-27,2007-01-02,-3.2972066499
2007-02-07,2007-02-13,-3.88149251954
2007-02-19,2007-02-25,-6.52953631955
2007-08-06,2007-08-12,-2.65468111529
2007-10-05,2007-10-11,-4.11842043923
2008-03-03,2008-03-09,-10.3095922323
2008-03-09,2008-03-15,-5.10113259218
2008-03-21,2008-03-27,-1.72958600145
2008-04-08,2008-04-14,-9.8467927375
2008-04-14,2008-04-20,-9.62205019337
2008-05-08,2008-05-14,-4.54980131561
2008-05-26,2008-06-01,-141.870561005
2008-06-01,2008-06-07,-220.10951385
2008-06-07,2008-06-13,-840.200174683
2008-08-18,2008-08-24,-4.45162677352
2008-09-05,2008-09-11,-3.3518626056
2008-10-23,2008-10-29,-15.9008921165
2008-10-29,2008-11-04,-33.9017389763
2009-01-21,2009-01-27,-132.707449536
2009-02-20,2009-02-26,-39.5201581582
2009-02-26,2009-03-04,-5.01633611681
2009-03-04,2009-03-10,-8.99061970227
2009-03-16,2009-03-22,-11.0444120129
2009-05-15,2009-05-21,-4.89383224661
2009-06-26,2009-07-02,-87.2415131228
2009-08-01,2009-08-07,-2.42711272957
2009-09-24,2009-09-30,-137.118768948
2009-11-11,2009-11-17,-18.6930145912
2009-12-11,2009-12-17,-4.94797904646
2010-04-10,2010-04-16,-247.734984464
2010-06-27,2010-07-03,-2.1033920159
2010-07-21,2010-07-27,-10.4551138504
2010-10-19,2010-10-25,-2.29336860955
2010-12-30,2011-01-05,-2.46995844057
2011-04-17,2011-04-23,-4.123991768
2011-07-22,2011-07-28,-14.1657295383
2011-07-28,2011-08-03,-11.6344579465
2011-08-03,2011-08-09,-80.3150627308
2011-08-09,2011-08-15,-90.2007991498
2011-09-26,2011-10-02,-4.85877217981
2011-10-02,2011-10-08,-23.4408765786
2011-10-14,2011-10-20,-4.54292049023
2011-10-20,2011-10-26,-2.63179831004
2011-11-19,2011-11-25,-2.90860639488
2011-12-07,2011-12-13,-2.10030662623
2011-12-13,2011-12-19,-23.8896982016
2011-12-19,2011-12-25,-32.9050795577
2012-01-18,2012-01-24,-1.66678770847
2012-02-29,2012-03-06,-2.18469907401
2012-03-12,2012-03-18,-2.12267306541
2012-04-11,2012-04-17,-2.67759306122
2012-04-17,2012-04-23,-9.06210667447
2012-04-23,2012-04-29,-7.33761600521
2012-06-10,2012-06-16,-2.00224405762
2012-07-22,2012-07-28,-3.17418564215
2012-08-09,2012-08-15,-3.99682262538
2012-10-20,2012-10-26,-1.81134423328
2012-12-19,2012-12-25,-6.44820380929
2013-02-11,2013-02-17,-10.3840750503
2013-04-12,2013-04-18,-13.8099113454
2013-06-05,2013-06-11,-3.00882945384
2013-06-11,2013-06-17,-5.05925583773
2013-07-23,2013-07-29,-1.81378925139
2013-11-14,2013-11-20,-4.29573555691
2013-11-20,2013-11-26,-11.4082159899
2013-12-02,2013-12-08,-3.95198315564
2014-01-13,2014-01-19,-4.98568939859
2014-01-31,2014-02-06,-4.17023174309
2014-09-28,2014-10-04,-2.40492115067
2014-12-09,2014-12-15,-70.8477856369
2014-12-15,2014-12-21,-2.89007125896
2014-12-21,2014-12-27,-15.7857507093
2015-01-08,2015-01-14,-29.4127225078
2015-02-01,2015-02-07,-6.73783923436
