2006-01-01,6.1,9,150
2006-01-02,4.78,9,8781.4
2006-01-03,4.671,9,6157.5
2006-01-04,4.275,10,7136.8
2006-01-05,4.5509090909,10,8454.3
2006-01-06,4.05,10,1895.1
2006-01-07,4.3197337662,10,4420.7892857143
2006-01-08,4.1363942486,10,4093.3048469388
2006-01-09,4.2960986284,10,5156.7169825073
2006-01-10,4.7796779617,10,4375.3101168784
2006-01-11,4.2531874391,10,3393.5761735252
2006-01-12,4.1437699727,10,3586.3453095649
2006-01-13,4.6277888224,10,3249.287254273
2006-01-14,4.3959270695,10,2952.2758546483
2006-01-15,4.2171286889,10,2649.5585133698
2006-01-16,4.1657473403,10,3370.4492058277
2006-01-17,4.2905510577,10,3088.4078491386
2006-01-18,4.3152745225,10,2618.4419485538
2006-01-19,4.1881975687,10,3038.8429380002
2006-01-20,4.3574174544,10,2466.5478309356
2006-01-21,4.2952452572,10,2404.6589265097
2006-01-22,4.0644293612,10,2167.0805434108
2006-01-23,4.2018987528,10,2114.0889206072
2006-01-24,4.1630693705,9.75,2039.4194022892
2006-01-25,3.9472105601,9.6964285714,2575.4713774934
2006-01-26,3.9749071885,9.9617346939,1815.1460097508
2006-01-27,3.8490204875,9.6518768222,2191.6677617958
2006-01-28,3.9064858126,9.8887919964,2076.6620971784
2006-01-29,3.7751184015,9.8387363813,1742.2941888828
2006-01-30,3.8135333385,9.6111409565,2511.2552447464
2006-01-31,3.7706722032,9.5711151449,2024.4970529996
2006-02-01,3.6756099685,9.5274716252,2018.0822543621
2006-02-02,3.6888155297,9.4789514022,1773.2955104628
2006-02-03,3.6844983737,9.4355433838,1778.4067412775
2006-02-04,3.8445610519,9.6356402245,1660.7301019572
2006-02-05,3.4872676649,9.5512328173,1475.2390169219
2006-02-06,3.5963479812,9.1532387201,1543.6128453407
2006-02-07,3.5367049965,9.0717914959,1873.4137879858
2006-02-08,3.5759239039,8.4878154532,1658.2607971855
2006-02-09,3.4414244215,9.3851193952,1261.270325013
2006-02-10,3.3529687986,8.32981363,1552.1251314177
2006-02-11,3.4292396118,9.1392502509,1485.3875597812
2006-02-12,3.4352443703,8.9611374909,1248.7091117392
2006-02-13,3.5154416266,8.1780396896,1500.3014054431
2006-02-14,3.3987860429,8.0242293475,1764.5136097123
2006-02-15,3.3433089069,7.8693793537,1636.0931571299
2006-02-16,3.558311832,7.6979038651,1391.3842928325
2006-02-17,3.447890938,7.5438172018,1424.9512850387
2006-02-18,3.4273080774,8.2524620846,1557.5269483813
2006-02-19,3.4808151517,7.9571766844,1161.5201208239
2006-02-20,3.6294048001,7.4299049638,1395.2254789098
2006-02-21,3.5169050805,7.3311357226,1630.7848881791
2006-02-22,3.4124785606,7.2324275148,2249.1101755348
2006-02-23,3.4248917327,7.1317905351,1535.9233197863
2006-02-24,3.4009023679,7.0262126436,1683.5526419952
2006-02-25,3.5965521586,7.4859144797,1668.178532008
2006-02-26,3.2305907987,7.2904061822,1488.1590522515
2006-02-27,3.360825683,6.945293658,1512.9440264335
2006-02-28,3.3834197329,6.8800749033,1367.5460103208
2006-03-01,3.3535129626,6.814660775,2113.799878675
2006-03-02,3.368473509,6.9978133553,1566.0747247198
2006-03-03,3.3670462716,6.7315389799,1656.6664463853
2006-03-04,3.3292094662,7.0076358577,2099.091319739
2006-03-05,3.1712530796,6.8949968309,1362.5826690121
2006-03-06,3.4138434671,6.672755454,1692.6567264335
2006-03-07,3.2370629593,6.626677312,1506.905987496
2006-03-08,3.3413143522,6.5781295484,1534.2404217821
2006-03-09,3.3145642579,6.2758923876,1543.3320166717
2006-03-10,3.2805519704,6.1738788285,1427.9087498567
2006-03-11,3.1761256933,6.6524057025,1406.6245840712
2006-03-12,3.2485601245,6.5385846667,1138.2003316846
2006-03-13,3.1663421976,6.0999880499,1288.4086711059
2006-03-14,3.23240912,6.0197866161,1219.33152593
2006-03-15,2.9776589816,6.3318994283,961.8806109445
2006-03-16,2.9222090004,5.949454503,882.3333890283
2006-03-17,2.9044092116,5.8737467789,805.5064554775
2006-03-18,2.9143431456,6.2180451802,793.8014419097
2006-03-19,3.2736099399,6.0876362543,686.4067157414
2006-03-20,3.1530487964,5.8086778401,1147.8987943147
2006-03-21,3.0028221313,5.7505170644,1019.3821024167
2006-03-22,2.9794883353,5.6874328645,1113.227288384
2006-03-23,2.9127557563,5.6315942776,752.3785323631
2006-03-24,3.0609276484,5.5731481948,1074.7588322179
2006-03-25,2.9780525693,5.8319004918,1001.0930507243
2006-03-26,3.1221833838,5.7251125493,770.4825521139
2006-03-27,3.2946299934,5.5293905771,1156.9417204089
2006-03-28,3.0063817839,5.492841935,992.3427191316
2006-03-29,3.1078193917,5.4563588156,1023.9596597951
2006-03-30,3.0050331493,5.4190075608,754.6939652169
2006-03-31,3.0065880586,5.3799108752,1437.3791529636
2006-04-01,3.1188057281,5.5502856364,1176.3099119062
2006-04-02,3.1623842498,5.4777675462,846.6406155421
2006-04-03,3.1569216568,5.6000092574,1641.3590642504
2006-04-04,3.0470115703,5.6294336566,1683.8065057128
2006-04-05,3.1413395651,5.4113358797,1490.0706723057
2006-04-06,3.0059690762,5.4958187897,1336.2290586715
2006-04-07,3.0940142058,5.6376848309,2038.7079311482
2006-04-08,2.9759482554,5.5356055352,1491.9804939518
2006-04-09,3.3803428699,5.5567142339,1221.1222480975
2006-04-10,3.0655519017,5.6610219353,1872.4750967599
2006-04-11,3.381576397,5.5180531218,1213.3120135696
2006-04-12,3.0677832723,5.6792246572,1611.9615343011
