-30,0.700968271973
-29,0.709679947267
-28,0.718243877902
-27,0.726617330221
-26,0.734785790783
-25,0.742761557956
-24,0.750565117622
-23,0.758148074714
-22,0.765554332128
-21,0.772774539201
-20,0.779830267578
-19,0.786713948444
-18,0.793436594569
-17,0.800048910427
-16,0.806569762944
-15,0.812995237572
-14,0.819261149611
-13,0.825329178968
-12,0.831192527165
-11,0.83687062255
-10,0.842400266012
-9,0.847815773096
-8,0.8531751047
-7,0.858517461763
-6,0.863851837716
-5,0.869206200967
-4,0.874592033604
-3,0.879980040979
-2,0.885260882677
-1,0.890487963189
0,0.895516291552
1,0.899953692924
2,0.90401241349
3,0.907728758279
4,0.911180092825
5,0.914345161821
6,0.91718338585
7,0.919657897354
8,0.921768420889
9,0.923469793071
10,0.924833333221
11,0.925906010302
12,0.92665697625
13,0.927121755894
14,0.927324808209
15,0.927223616888
16,0.926878553454
17,0.926313674318
18,0.925655716043
19,0.924880824082
20,0.923943748294
21,0.922814679504
22,0.921489104444
23,0.919947838451
24,0.918276038288
25,0.916433827657
26,0.914476824563
27,0.912445474653
28,0.910260525928
29,0.907984691343
30,0.905650290833
